serverid,servername,gamescore,topn,ones,serverProbability,serverFrequency
773,Michal Przysiezny,30-40,10,1,.5,4
773,Michal Przysiezny,40-0,10,1,0,1
773,Michal Przysiezny,40-15,10,1,.25,4
773,Michal Przysiezny,40-30,10,1,.25,4
773,Michal Przysiezny,40-40,10,1,.40000001,5
773,Michal Przysiezny,40-50,10,1,.33333334,3
773,Michal Przysiezny,50-40,10,1,.5,2
777,Marinko Matosevic,0-0,10,1,.50735295,136
777,Marinko Matosevic,0-15,10,1,.58208954,67
777,Marinko Matosevic,0-30,10,1,.35714287,28
777,Marinko Matosevic,0-40,10,1,.55555558,18
777,Marinko Matosevic,15-0,10,1,.53623188,69
777,Marinko Matosevic,15-15,10,1,.47887325,71
777,Marinko Matosevic,15-30,10,1,.55319148,47
777,Marinko Matosevic,15-40,10,1,.58064514,31
777,Marinko Matosevic,30-0,10,1,.56756759,37
777,Marinko Matosevic,30-15,10,1,.54000002,50
777,Marinko Matosevic,30-30,10,1,.63265306,49
777,Marinko Matosevic,30-40,10,1,.6388889,36
777,Marinko Matosevic,40-0,10,1,.61904764,21
777,Marinko Matosevic,40-15,10,1,.31428573,35
777,Marinko Matosevic,40-30,10,1,.63636363,55
777,Marinko Matosevic,40-40,10,1,.48837209,43
777,Marinko Matosevic,40-50,10,1,.35714287,28
777,Marinko Matosevic,50-40,10,1,.53846157,26
781,Quentin Halys,0-0,10,1,.35714287,14
781,Quentin Halys,0-15,10,1,.33333334,9
781,Quentin Halys,0-30,10,1,.66666669,6
781,Quentin Halys,0-40,10,1,.5,2
781,Quentin Halys,15-0,10,1,.40000001,5
781,Quentin Halys,15-15,10,1,.66666669,6
781,Quentin Halys,15-30,10,1,.5,6
781,Quentin Halys,15-40,10,1,0,4
781,Quentin Halys,30-0,10,1,.5,2
781,Quentin Halys,30-15,10,1,.60000002,5
781,Quentin Halys,30-30,10,1,.60000002,5
781,Quentin Halys,30-40,10,1,1,2
781,Quentin Halys,40-0,10,1,1,1
781,Quentin Halys,40-15,10,1,.33333334,3
781,Quentin Halys,40-30,10,1,.80000001,5
781,Quentin Halys,40-40,10,1,.66666669,3
781,Quentin Halys,40-50,10,1,1,1
781,Quentin Halys,50-40,10,1,.66666669,3
782,Lukas Lacko,0-0,10,1,.60330576,121
782,Lukas Lacko,0-15,10,1,.52083331,48
782,Lukas Lacko,0-30,10,1,.56521738,23
782,Lukas Lacko,0-40,10,1,.2,10
782,Lukas Lacko,15-0,10,1,.58904111,73
782,Lukas Lacko,15-15,10,1,.43636364,55
782,Lukas Lacko,15-30,10,1,.5,44
782,Lukas Lacko,15-40,10,1,.54166669,24
782,Lukas Lacko,30-0,10,1,.48837209,43
782,Lukas Lacko,30-15,10,1,.5869565,46
782,Lukas Lacko,30-30,10,1,.43902439,41
782,Lukas Lacko,30-40,10,1,.5,36
782,Lukas Lacko,40-0,10,1,.5714286,21
782,Lukas Lacko,40-15,10,1,.52777779,36
782,Lukas Lacko,40-30,10,1,.51428574,35
782,Lukas Lacko,40-40,10,1,.5714286,35
782,Lukas Lacko,40-50,10,1,.42105263,19
782,Lukas Lacko,50-40,10,1,.51999998,25
783,Andrey Rublev,0-0,10,1,.60000002,15
783,Andrey Rublev,0-15,10,1,.83333331,6
783,Andrey Rublev,0-30,10,1,0,1
783,Andrey Rublev,0-40,10,1,0,1
783,Andrey Rublev,15-0,10,1,.66666669,9
783,Andrey Rublev,15-15,10,1,.5,8
783,Andrey Rublev,15-30,10,1,1,4
783,Andrey Rublev,30-0,10,1,.5,6
783,Andrey Rublev,30-15,10,1,1,7
783,Andrey Rublev,30-30,10,1,.5,4
783,Andrey Rublev,30-40,10,1,.5,2
783,Andrey Rublev,40-0,10,1,.66666669,3
783,Andrey Rublev,40-15,10,1,.75,8
783,Andrey Rublev,40-30,10,1,.75,4
783,Andrey Rublev,40-40,10,1,1,2
783,Andrey Rublev,40-50,10,1,0,1
783,Andrey Rublev,50-40,10,1,.5,2
785,Ivo Karlovic,0-0,10,1,.72000003,250
785,Ivo Karlovic,0-15,10,1,.61428571,70
785,Ivo Karlovic,0-30,10,1,.81481481,27
785,Ivo Karlovic,0-40,10,1,.60000002,5
785,Ivo Karlovic,15-0,10,1,.64999998,180
785,Ivo Karlovic,15-15,10,1,.70754719,106
785,Ivo Karlovic,15-30,10,1,.71698111,53
785,Ivo Karlovic,15-40,10,1,.8888889,18
785,Ivo Karlovic,30-0,10,1,.76068377,117
785,Ivo Karlovic,30-15,10,1,.68932039,103
785,Ivo Karlovic,30-30,10,1,.74285716,70
785,Ivo Karlovic,30-40,10,1,.64705884,34
785,Ivo Karlovic,40-0,10,1,.70786518,89
785,Ivo Karlovic,40-15,10,1,.81443298,97
785,Ivo Karlovic,40-30,10,1,.77142859,70
785,Ivo Karlovic,40-40,10,1,.78947371,38
785,Ivo Karlovic,40-50,10,1,.55555558,9
785,Ivo Karlovic,50-40,10,1,.74285716,35
788,Nikoloz Basilashvili,0-0,10,1,.83333331,12
788,Nikoloz Basilashvili,0-15,10,1,.5,2
788,Nikoloz Basilashvili,0-30,10,1,0,1
788,Nikoloz Basilashvili,0-40,10,1,0,1
788,Nikoloz Basilashvili,15-0,10,1,.30000001,10
788,Nikoloz Basilashvili,15-15,10,1,.625,8
788,Nikoloz Basilashvili,15-30,10,1,0,3
788,Nikoloz Basilashvili,15-40,10,1,.33333334,3
788,Nikoloz Basilashvili,30-0,10,1,.33333334,3
788,Nikoloz Basilashvili,30-15,10,1,.85714287,7
788,Nikoloz Basilashvili,30-30,10,1,1,1
788,Nikoloz Basilashvili,30-40,10,1,0,1
788,Nikoloz Basilashvili,40-0,10,1,1,1
788,Nikoloz Basilashvili,40-15,10,1,.83333331,6
788,Nikoloz Basilashvili,40-30,10,1,0,2
788,Nikoloz Basilashvili,40-40,10,1,0,2
788,Nikoloz Basilashvili,40-50,10,1,.5,2
793,Denis Gremelmayr,0-0,10,1,.5,8
793,Denis Gremelmayr,0-15,10,1,.5,4
793,Denis Gremelmayr,0-30,10,1,.5,2
793,Denis Gremelmayr,0-40,10,1,1,1
793,Denis Gremelmayr,15-0,10,1,1,4
793,Denis Gremelmayr,15-15,10,1,.5,2
793,Denis Gremelmayr,15-30,10,1,1,2
793,Denis Gremelmayr,15-40,10,1,1,1
793,Denis Gremelmayr,30-0,10,1,.25,4
793,Denis Gremelmayr,30-15,10,1,.25,4
793,Denis Gremelmayr,30-30,10,1,.60000002,5
793,Denis Gremelmayr,30-40,10,1,1,3
793,Denis Gremelmayr,40-0,10,1,1,1
793,Denis Gremelmayr,40-15,10,1,1,1
793,Denis Gremelmayr,40-30,10,1,0,3
793,Denis Gremelmayr,40-40,10,1,.33333334,6
793,Denis Gremelmayr,40-50,10,1,.75,4
793,Denis Gremelmayr,50-40,10,1,.25,4
796,Tommy Haas,0-0,10,1,.62352943,170
796,Tommy Haas,0-15,10,1,.546875,64
796,Tommy Haas,0-30,10,1,.48275861,29
796,Tommy Haas,0-40,10,1,.53333336,15
796,Tommy Haas,15-0,10,1,.59433961,106
796,Tommy Haas,15-15,10,1,.55128205,78
796,Tommy Haas,15-30,10,1,.59183675,49
796,Tommy Haas,15-40,10,1,.75,28
796,Tommy Haas,30-0,10,1,.69841272,63
796,Tommy Haas,30-15,10,1,.56451613,62
796,Tommy Haas,30-30,10,1,.75,56
796,Tommy Haas,30-40,10,1,.6857143,35
796,Tommy Haas,40-0,10,1,.70454544,44
796,Tommy Haas,40-15,10,1,.66666669,48
796,Tommy Haas,40-30,10,1,.65517241,58
796,Tommy Haas,40-40,10,1,.70454544,44
796,Tommy Haas,40-50,10,1,.55000001,20
796,Tommy Haas,50-40,10,1,.67647058,34
798,Rafael Nadal,0-0,10,1,.62044817,714
798,Rafael Nadal,0-15,10,1,.64835167,273
798,Rafael Nadal,0-30,10,1,.61855668,97
798,Rafael Nadal,0-40,10,1,.64864862,37
798,Rafael Nadal,15-0,10,1,.66365689,443
798,Rafael Nadal,15-15,10,1,.63496935,326
798,Rafael Nadal,15-30,10,1,.66480446,179
798,Rafael Nadal,15-40,10,1,.60714287,84
798,Rafael Nadal,30-0,10,1,.65986395,294
798,Rafael Nadal,30-15,10,1,.65472311,307
798,Rafael Nadal,30-30,10,1,.63228697,223
798,Rafael Nadal,30-40,10,1,.62406015,133
798,Rafael Nadal,40-0,10,1,.72680414,194
798,Rafael Nadal,40-15,10,1,.65354329,254
798,Rafael Nadal,40-30,10,1,.62280703,228
798,Rafael Nadal,40-40,10,1,.60355031,169
798,Rafael Nadal,40-50,10,1,.61176473,85
798,Rafael Nadal,50-40,10,1,.66666669,135
803,Vasek Pospisil,0-0,10,1,.6350711,211
803,Vasek Pospisil,0-15,10,1,.50649351,77
803,Vasek Pospisil,0-30,10,1,.7027027,37
803,Vasek Pospisil,0-40,10,1,.45454547,11
803,Vasek Pospisil,15-0,10,1,.66417909,134
803,Vasek Pospisil,15-15,10,1,.63095236,84
803,Vasek Pospisil,15-30,10,1,.68965518,58
803,Vasek Pospisil,15-40,10,1,.56521738,23
803,Vasek Pospisil,30-0,10,1,.62921351,89
803,Vasek Pospisil,30-15,10,1,.60465115,86
803,Vasek Pospisil,30-30,10,1,.66216218,74
803,Vasek Pospisil,30-40,10,1,.47368422,38
803,Vasek Pospisil,40-0,10,1,.35714287,56
803,Vasek Pospisil,40-15,10,1,.63636363,88
803,Vasek Pospisil,40-30,10,1,.54320985,81
803,Vasek Pospisil,40-40,10,1,.54545456,55
803,Vasek Pospisil,40-50,10,1,.5625,32
803,Vasek Pospisil,50-40,10,1,.60975611,41
813,Albano Olivetti,0-0,10,1,.47826087,23
813,Albano Olivetti,0-15,10,1,.75,12
813,Albano Olivetti,0-30,10,1,.66666669,3
813,Albano Olivetti,0-40,10,1,0,1
813,Albano Olivetti,15-0,10,1,.63636363,11
813,Albano Olivetti,15-15,10,1,.46153846,13
813,Albano Olivetti,15-30,10,1,.44444445,9
813,Albano Olivetti,15-40,10,1,1,5
813,Albano Olivetti,30-0,10,1,.5714286,7
813,Albano Olivetti,30-15,10,1,.55555558,9
813,Albano Olivetti,30-30,10,1,.875,8
813,Albano Olivetti,30-40,10,1,.83333331,6
813,Albano Olivetti,40-0,10,1,.25,4
813,Albano Olivetti,40-15,10,1,.5,8
813,Albano Olivetti,40-30,10,1,.45454547,11
813,Albano Olivetti,40-40,10,1,.72727275,11
813,Albano Olivetti,40-50,10,1,.25,4
813,Albano Olivetti,50-40,10,1,.66666669,9
814,Philipp Petzschner,0-0,10,1,.55555558,9
814,Philipp Petzschner,0-15,10,1,.5,4
814,Philipp Petzschner,0-30,10,1,.5,2
814,Philipp Petzschner,0-40,10,1,1,1
814,Philipp Petzschner,15-0,10,1,.2,5
814,Philipp Petzschner,15-15,10,1,.5,6
814,Philipp Petzschner,15-30,10,1,.25,4
814,Philipp Petzschner,15-40,10,1,.75,4
814,Philipp Petzschner,30-0,10,1,1,1
814,Philipp Petzschner,30-15,10,1,.66666669,3
814,Philipp Petzschner,30-30,10,1,.5,2
814,Philipp Petzschner,30-40,10,1,.75,4
814,Philipp Petzschner,40-0,10,1,1,1
814,Philipp Petzschner,40-15,10,1,1,2
814,Philipp Petzschner,40-30,10,1,0,1
814,Philipp Petzschner,40-40,10,1,.5,4
814,Philipp Petzschner,40-50,10,1,.5,2
814,Philipp Petzschner,50-40,10,1,.66666669,3
823,Radek Stepanek,0-0,10,1,.52988046,251
823,Radek Stepanek,0-15,10,1,.58474576,118
823,Radek Stepanek,0-30,10,1,.65306121,49
823,Radek Stepanek,0-40,10,1,.64705884,17
823,Radek Stepanek,15-0,10,1,.65413535,133
823,Radek Stepanek,15-15,10,1,.56521738,115
823,Radek Stepanek,15-30,10,1,.597561,82
823,Radek Stepanek,15-40,10,1,.56818181,44
823,Radek Stepanek,30-0,10,1,.62068963,87
823,Radek Stepanek,30-15,10,1,.64285713,98
823,Radek Stepanek,30-30,10,1,.55952382,84
823,Radek Stepanek,30-40,10,1,.61290324,62
823,Radek Stepanek,40-0,10,1,.57407409,54
823,Radek Stepanek,40-15,10,1,.61627907,86
823,Radek Stepanek,40-30,10,1,.5625,80
823,Radek Stepanek,40-40,10,1,.61643833,73
823,Radek Stepanek,40-50,10,1,.34210527,38
823,Radek Stepanek,50-40,10,1,.52830189,53
826,Taro Daniel,0-0,10,1,.71428573,14
826,Taro Daniel,0-15,10,1,.5,4
826,Taro Daniel,0-30,10,1,.5,2
826,Taro Daniel,0-40,10,1,1,1
826,Taro Daniel,15-0,10,1,.5,10
826,Taro Daniel,15-15,10,1,.5714286,7
826,Taro Daniel,15-30,10,1,.75,4
826,Taro Daniel,15-40,10,1,0,2
826,Taro Daniel,30-0,10,1,1,5
826,Taro Daniel,30-15,10,1,.75,4
826,Taro Daniel,30-30,10,1,.75,4
826,Taro Daniel,30-40,10,1,1,1
826,Taro Daniel,40-0,10,1,.40000001,5
826,Taro Daniel,40-15,10,1,.66666669,6
826,Taro Daniel,40-30,10,1,.40000001,5
826,Taro Daniel,40-40,10,1,.25,4
826,Taro Daniel,40-50,10,1,.66666669,3
826,Taro Daniel,50-40,10,1,1,2
827,Pablo Cuevas,0-0,10,1,.44285715,70
827,Pablo Cuevas,0-15,10,1,.56410259,39
827,Pablo Cuevas,0-30,10,1,.23529412,17
827,Pablo Cuevas,0-40,10,1,.61538464,13
827,Pablo Cuevas,15-0,10,1,.67741936,31
827,Pablo Cuevas,15-15,10,1,.625,32
827,Pablo Cuevas,15-30,10,1,.4375,16
827,Pablo Cuevas,15-40,10,1,.64705884,17
827,Pablo Cuevas,30-0,10,1,.76190478,21
827,Pablo Cuevas,30-15,10,1,.68000001,25
827,Pablo Cuevas,30-30,10,1,.86666667,15
827,Pablo Cuevas,30-40,10,1,.92307693,13
827,Pablo Cuevas,40-0,10,1,.8125,16
827,Pablo Cuevas,40-15,10,1,.64999998,20
827,Pablo Cuevas,40-30,10,1,.55000001,20
827,Pablo Cuevas,40-40,10,1,.61904764,21
827,Pablo Cuevas,40-50,10,1,.61538464,13
827,Pablo Cuevas,50-40,10,1,.47058824,17
830,Teymuraz Gabashvili,0-0,10,1,.5625,48
830,Teymuraz Gabashvili,0-15,10,1,.85714287,21
830,Teymuraz Gabashvili,0-30,10,1,0,3
830,Teymuraz Gabashvili,0-40,10,1,.66666669,3
830,Teymuraz Gabashvili,15-0,10,1,.5925926,27
830,Teymuraz Gabashvili,15-15,10,1,.68965518,29
830,Teymuraz Gabashvili,15-30,10,1,.55555558,9
830,Teymuraz Gabashvili,15-40,10,1,.66666669,6
830,Teymuraz Gabashvili,30-0,10,1,.625,16
830,Teymuraz Gabashvili,30-15,10,1,.46153846,26
830,Teymuraz Gabashvili,30-30,10,1,.47368422,19
830,Teymuraz Gabashvili,30-40,10,1,.5714286,14
830,Teymuraz Gabashvili,40-0,10,1,.5,10
830,Teymuraz Gabashvili,40-15,10,1,.41176471,17
830,Teymuraz Gabashvili,40-30,10,1,.47368422,19
830,Teymuraz Gabashvili,40-40,10,1,.44444445,18
830,Teymuraz Gabashvili,40-50,10,1,.58333331,12
830,Teymuraz Gabashvili,50-40,10,1,.66666669,12
833,Leonardo Mayer,0-0,10,1,.5959596,198
833,Leonardo Mayer,0-15,10,1,.55000001,80
833,Leonardo Mayer,0-30,10,1,.47222221,36
833,Leonardo Mayer,0-40,10,1,.52631581,19
833,Leonardo Mayer,15-0,10,1,.5,118
833,Leonardo Mayer,15-15,10,1,.57281554,103
833,Leonardo Mayer,15-30,10,1,.63934427,61
833,Leonardo Mayer,15-40,10,1,.40625,32
833,Leonardo Mayer,30-0,10,1,.64406782,59
833,Leonardo Mayer,30-15,10,1,.57499999,80
833,Leonardo Mayer,30-30,10,1,.71232879,73
833,Leonardo Mayer,30-40,10,1,.44117647,34
833,Leonardo Mayer,40-0,10,1,.68421054,38
833,Leonardo Mayer,40-15,10,1,.68965518,58
833,Leonardo Mayer,40-30,10,1,.58571428,70
833,Leonardo Mayer,40-40,10,1,.56818181,44
833,Leonardo Mayer,40-50,10,1,.34782609,23
833,Leonardo Mayer,50-40,10,1,.5,28
840,Michael Berrer,0-0,10,1,.6122449,49
840,Michael Berrer,0-15,10,1,.47368422,19
840,Michael Berrer,0-30,10,1,.40000001,10
840,Michael Berrer,0-40,10,1,.83333331,6
840,Michael Berrer,15-0,10,1,.76666665,30
840,Michael Berrer,15-15,10,1,.5,16
840,Michael Berrer,15-30,10,1,.41666666,12
840,Michael Berrer,15-40,10,1,.5,12
840,Michael Berrer,30-0,10,1,.65217394,23
840,Michael Berrer,30-15,10,1,.5,16
840,Michael Berrer,30-30,10,1,.53846157,13
840,Michael Berrer,30-40,10,1,.66666669,12
840,Michael Berrer,40-0,10,1,.80000001,15
840,Michael Berrer,40-15,10,1,.45454547,11
840,Michael Berrer,40-30,10,1,.53846157,13
840,Michael Berrer,40-40,10,1,.64285713,14
840,Michael Berrer,40-50,10,1,.5714286,7
840,Michael Berrer,50-40,10,1,.58333331,12
844,Marin Cilic,0-0,10,1,.6088993,427
844,Marin Cilic,0-15,10,1,.62275451,167
844,Marin Cilic,0-30,10,1,.46031746,63
844,Marin Cilic,0-40,10,1,.7647059,34
844,Marin Cilic,15-0,10,1,.60000002,260
844,Marin Cilic,15-15,10,1,.52403843,208
844,Marin Cilic,15-30,10,1,.6328125,128
844,Marin Cilic,15-40,10,1,.53424656,73
844,Marin Cilic,30-0,10,1,.64102566,156
844,Marin Cilic,30-15,10,1,.5030303,165
844,Marin Cilic,30-30,10,1,.52760738,163
844,Marin Cilic,30-40,10,1,.54310346,116
844,Marin Cilic,40-0,10,1,.56,100
844,Marin Cilic,40-15,10,1,.70866144,127
844,Marin Cilic,40-30,10,1,.66666669,123
844,Marin Cilic,40-40,10,1,.57692307,104
844,Marin Cilic,40-50,10,1,.65517241,58
844,Marin Cilic,50-40,10,1,.58227849,79
851,Lukas Rosol,0-0,10,1,.57788944,199
851,Lukas Rosol,0-15,10,1,.58333331,84
851,Lukas Rosol,0-30,10,1,.60000002,35
851,Lukas Rosol,0-40,10,1,.64285713,14
851,Lukas Rosol,15-0,10,1,.53913045,115
851,Lukas Rosol,15-15,10,1,.59803921,102
851,Lukas Rosol,15-30,10,1,.62903225,62
851,Lukas Rosol,15-40,10,1,.40625,32
851,Lukas Rosol,30-0,10,1,.61290324,62
851,Lukas Rosol,30-15,10,1,.60000002,85
851,Lukas Rosol,30-30,10,1,.57534248,73
851,Lukas Rosol,30-40,10,1,.45454547,44
851,Lukas Rosol,40-0,10,1,.7368421,38
851,Lukas Rosol,40-15,10,1,.63934427,61
851,Lukas Rosol,40-30,10,1,.609375,64
851,Lukas Rosol,40-40,10,1,.53333336,45
851,Lukas Rosol,40-50,10,1,.64285713,28
851,Lukas Rosol,50-40,10,1,.46875,32
856,Adrian Ungur,0-0,10,1,.66666669,18
856,Adrian Ungur,0-15,10,1,.66666669,6
856,Adrian Ungur,0-30,10,1,1,2
856,Adrian Ungur,15-0,10,1,.75,12
856,Adrian Ungur,15-15,10,1,.71428573,7
856,Adrian Ungur,15-30,10,1,.75,4
856,Adrian Ungur,15-40,10,1,1,1
856,Adrian Ungur,30-0,10,1,.66666669,9
856,Adrian Ungur,30-15,10,1,.5,8
856,Adrian Ungur,30-30,10,1,.2857143,7
856,Adrian Ungur,30-40,10,1,.66666669,6
856,Adrian Ungur,40-0,10,1,.83333331,6
856,Adrian Ungur,40-15,10,1,.60000002,5
856,Adrian Ungur,40-30,10,1,.5,4
856,Adrian Ungur,40-40,10,1,.33333334,6
856,Adrian Ungur,40-50,10,1,.5,4
856,Adrian Ungur,50-40,10,1,.75,4
857,Alexandr Dolgopolov,0-0,10,1,.62251657,302
857,Alexandr Dolgopolov,0-15,10,1,.55263156,114
857,Alexandr Dolgopolov,0-30,10,1,.50980395,51
857,Alexandr Dolgopolov,0-40,10,1,.44,25
857,Alexandr Dolgopolov,15-0,10,1,.4893617,188
857,Alexandr Dolgopolov,15-15,10,1,.6226415,159
857,Alexandr Dolgopolov,15-30,10,1,.61627907,86
857,Alexandr Dolgopolov,15-40,10,1,.45454547,44
857,Alexandr Dolgopolov,30-0,10,1,.65217394,92
857,Alexandr Dolgopolov,30-15,10,1,.58778626,131
857,Alexandr Dolgopolov,30-30,10,1,.61682242,107
857,Alexandr Dolgopolov,30-40,10,1,.50819671,61
857,Alexandr Dolgopolov,40-0,10,1,.71666664,60
857,Alexandr Dolgopolov,40-15,10,1,.55319148,94
857,Alexandr Dolgopolov,40-30,10,1,.6388889,108
857,Alexandr Dolgopolov,40-40,10,1,.60000002,70
857,Alexandr Dolgopolov,40-50,10,1,.56410259,39
857,Alexandr Dolgopolov,50-40,10,1,.5090909,55
861,Jurgen Melzer,0-0,10,1,.53773582,106
861,Jurgen Melzer,0-15,10,1,.5714286,49
861,Jurgen Melzer,0-30,10,1,.5714286,21
861,Jurgen Melzer,0-40,10,1,.33333334,9
861,Jurgen Melzer,15-0,10,1,.49122807,57
861,Jurgen Melzer,15-15,10,1,.52631581,57
861,Jurgen Melzer,15-30,10,1,.64102566,39
861,Jurgen Melzer,15-40,10,1,.52941179,17
861,Jurgen Melzer,30-0,10,1,.60714287,28
861,Jurgen Melzer,30-15,10,1,.60975611,41
861,Jurgen Melzer,30-30,10,1,.46341464,41
861,Jurgen Melzer,30-40,10,1,.67741936,31
861,Jurgen Melzer,40-0,10,1,.64705884,17
861,Jurgen Melzer,40-15,10,1,.51612902,31
861,Jurgen Melzer,40-30,10,1,.64705884,34
861,Jurgen Melzer,40-40,10,1,.5151515,33
861,Jurgen Melzer,40-50,10,1,.66666669,18
861,Jurgen Melzer,50-40,10,1,.57692307,26
864,Robby Ginepri,0-0,10,1,.4074074,27
864,Robby Ginepri,0-15,10,1,.5,16
864,Robby Ginepri,0-30,10,1,.375,8
864,Robby Ginepri,0-40,10,1,.2,5
864,Robby Ginepri,15-0,10,1,.63636363,11
864,Robby Ginepri,15-15,10,1,.41666666,12
864,Robby Ginepri,15-30,10,1,.30000001,10
864,Robby Ginepri,15-40,10,1,.625,8
864,Robby Ginepri,30-0,10,1,.85714287,7
864,Robby Ginepri,30-15,10,1,.5,6
864,Robby Ginepri,30-30,10,1,.5,6
864,Robby Ginepri,30-40,10,1,.5,8
864,Robby Ginepri,40-0,10,1,.33333334,6
864,Robby Ginepri,40-15,10,1,.42857143,7
864,Robby Ginepri,40-30,10,1,.14285715,7
864,Robby Ginepri,40-40,10,1,.60000002,10
864,Robby Ginepri,40-50,10,1,.60000002,5
864,Robby Ginepri,50-40,10,1,.71428573,7
865,Filip Krajinovic,0-0,10,1,.36842105,38
865,Filip Krajinovic,0-15,10,1,.5,24
865,Filip Krajinovic,0-30,10,1,.66666669,12
865,Filip Krajinovic,0-40,10,1,.5,4
865,Filip Krajinovic,15-0,10,1,.42857143,14
865,Filip Krajinovic,15-15,10,1,.64999998,20
865,Filip Krajinovic,15-30,10,1,.53333336,15
865,Filip Krajinovic,15-40,10,1,.44444445,9
865,Filip Krajinovic,30-0,10,1,.83333331,6
865,Filip Krajinovic,30-15,10,1,.64285713,14
865,Filip Krajinovic,30-30,10,1,.46153846,13
865,Filip Krajinovic,30-40,10,1,.36363637,11
865,Filip Krajinovic,40-0,10,1,.40000001,5
865,Filip Krajinovic,40-15,10,1,.66666669,12
865,Filip Krajinovic,40-30,10,1,.80000001,10
865,Filip Krajinovic,40-40,10,1,.33333334,6
865,Filip Krajinovic,40-50,10,1,.5,6
865,Filip Krajinovic,50-40,10,1,0,4
866,Horacio Zeballos,0-0,10,1,.75,32
866,Horacio Zeballos,0-15,10,1,.625,8
866,Horacio Zeballos,0-30,10,1,.33333334,3
866,Horacio Zeballos,0-40,10,1,0,2
866,Horacio Zeballos,15-0,10,1,.75,24
866,Horacio Zeballos,15-15,10,1,.5,12
866,Horacio Zeballos,15-30,10,1,.66666669,6
866,Horacio Zeballos,15-40,10,1,1,2
866,Horacio Zeballos,30-0,10,1,.72222221,18
866,Horacio Zeballos,30-15,10,1,.54545456,11
866,Horacio Zeballos,30-30,10,1,.8888889,9
866,Horacio Zeballos,30-40,10,1,.33333334,3
866,Horacio Zeballos,40-0,10,1,.69230771,13
866,Horacio Zeballos,40-15,10,1,.60000002,10
866,Horacio Zeballos,40-30,10,1,.75,12
866,Horacio Zeballos,40-40,10,1,.75,4
866,Horacio Zeballos,40-50,10,1,1,1
866,Horacio Zeballos,50-40,10,1,.75,4
871,Jarkko Nieminen,0-0,10,1,.55121952,205
871,Jarkko Nieminen,0-15,10,1,.55434781,92
871,Jarkko Nieminen,0-30,10,1,.43902439,41
871,Jarkko Nieminen,0-40,10,1,.73913044,23
871,Jarkko Nieminen,15-0,10,1,.60176992,113
871,Jarkko Nieminen,15-15,10,1,.59375,96
871,Jarkko Nieminen,15-30,10,1,.59649122,57
871,Jarkko Nieminen,15-40,10,1,.40000001,40
871,Jarkko Nieminen,30-0,10,1,.66176468,68
871,Jarkko Nieminen,30-15,10,1,.66250002,80
871,Jarkko Nieminen,30-30,10,1,.42622951,61
871,Jarkko Nieminen,30-40,10,1,.56862748,51
871,Jarkko Nieminen,40-0,10,1,.42222223,45
871,Jarkko Nieminen,40-15,10,1,.56962025,79
871,Jarkko Nieminen,40-30,10,1,.51666665,60
871,Jarkko Nieminen,40-40,10,1,.46551725,58
871,Jarkko Nieminen,40-50,10,1,.5,36
871,Jarkko Nieminen,50-40,10,1,.68421054,38
874,Brian Baker,0-0,10,1,.40000001,15
874,Brian Baker,0-15,10,1,.44444445,9
874,Brian Baker,0-30,10,1,.60000002,5
874,Brian Baker,0-40,10,1,1,2
874,Brian Baker,15-0,10,1,.5,6
874,Brian Baker,15-15,10,1,.71428573,7
874,Brian Baker,15-30,10,1,.40000001,5
874,Brian Baker,15-40,10,1,.2,5
874,Brian Baker,30-0,10,1,.66666669,3
874,Brian Baker,30-15,10,1,.5,6
874,Brian Baker,30-30,10,1,.60000002,5
874,Brian Baker,30-40,10,1,.66666669,3
874,Brian Baker,40-0,10,1,.5,2
874,Brian Baker,40-15,10,1,.75,4
874,Brian Baker,40-30,10,1,.5,4
874,Brian Baker,40-40,10,1,.75,4
874,Brian Baker,40-50,10,1,1,1
874,Brian Baker,50-40,10,1,.75,4
875,Matteo Donati,0-0,10,1,.77777779,9
875,Matteo Donati,0-15,10,1,.5,2
875,Matteo Donati,0-30,10,1,0,1
875,Matteo Donati,0-40,10,1,0,1
875,Matteo Donati,15-0,10,1,.42857143,7
875,Matteo Donati,15-15,10,1,.60000002,5
875,Matteo Donati,15-30,10,1,0,2
875,Matteo Donati,15-40,10,1,1,2
875,Matteo Donati,30-0,10,1,1,3
875,Matteo Donati,30-15,10,1,.33333334,3
875,Matteo Donati,30-30,10,1,0,2
875,Matteo Donati,30-40,10,1,.75,4
875,Matteo Donati,40-0,10,1,.66666669,3
875,Matteo Donati,40-15,10,1,.5,2
875,Matteo Donati,40-30,10,1,0,1
875,Matteo Donati,40-40,10,1,.5,4
875,Matteo Donati,40-50,10,1,.5,2
875,Matteo Donati,50-40,10,1,.33333334,3
882,Jesse Levine,0-0,10,1,.42857143,7
882,Jesse Levine,0-15,10,1,.75,4
882,Jesse Levine,0-30,10,1,1,1
882,Jesse Levine,15-0,10,1,0,3
882,Jesse Levine,15-15,10,1,.16666667,6
882,Jesse Levine,15-30,10,1,.66666669,6
882,Jesse Levine,15-40,10,1,.5,2
882,Jesse Levine,30-15,10,1,0,1
882,Jesse Levine,30-30,10,1,.40000001,5
882,Jesse Levine,30-40,10,1,.5,4
882,Jesse Levine,40-30,10,1,.5,2
882,Jesse Levine,40-40,10,1,.33333334,3
882,Jesse Levine,40-50,10,1,.33333334,3
882,Jesse Levine,50-40,10,1,0,2
887,Jan Hernych,0-0,10,1,.41176471,17
